session,visitor,dt,custno,category,event1,event2
1774782,104496,2017-07-06 18:56:09,75,2,9.0,7
2033086,284992,2016-12-10 23:27:19,4963,3,,9
2822381,102675,2017-03-14 12:32:10,71239,3,,9
3647136,334075,2016-09-11 14:33:51,60398,3,,4
1947864,495235,2017-03-05 05:52:51,62156,1,,7
3428083,457142,2016-05-07 12:01:35,61656,3,,7
2310921,136410,2016-10-02 20:23:52,55102,3,,8
3329029,25874,2016-11-12 12:41:11,65953,3,1.0,7
623474,366616,2016-09-28 19:23:46,6878,3,,8
2682212,157850,2016-11-21 10:48:47,49241,3,,4
1051457,233485,2016-11-25 09:07:33,1878,3,,3
1611636,143948,2016-03-16 00:21:57,65815,3,,3
520214,385139,2016-08-10 19:54:04,3558,3,2.0,7
807442,384677,2017-10-11 19:18:14,66260,3,,8
3426812,360047,2016-07-18 17:36:23,19159,3,,8
718179,152086,2016-12-26 09:53:55,45653,2,,2
602743,53640,2016-02-12 12:58:19,276,3,,5
2890017,418022,2016-06-21 13:37:52,16158,3,,4
2180508,310694,2016-04-30 07:41:30,59008,2,2.0,7
477356,256382,2016-02-28 20:01:44,56053,2,,6
2473703,419926,2016-10-25 15:00:48,33973,1,,3
674873,135159,2016-01-25 19:46:38,14570,3,,8
2952321,482335,2017-10-24 11:17:13,61740,3,,3
1560558,119398,2017-08-06 18:29:34,68809,3,,8
1195207,380610,2017-09-12 14:50:35,8094,3,,7
2205508,163214,2017-12-11 23:37:18,52081,3,,7
2337103,78991,2016-06-11 05:53:12,50281,3,,7
484226,264938,2016-01-09 09:31:21,45576,3,,9
1830891,332093,2016-12-26 09:09:09,7083,2,2.0,5
381039,224663,2016-01-16 15:43:13,70431,3,,7
915887,480925,2016-11-21 06:58:36,68356,2,2.0,5
1345053,495067,2016-07-24 10:22:43,44332,1,,6
2510405,58867,2016-07-21 11:10:23,3778,2,,7
694430,432228,2016-05-15 19:48:45,45269,2,,8
3520254,101057,2017-12-27 10:40:01,9030,3,,3
193191,126607,2017-07-01 07:14:10,41742,3,,1
897458,14420,2016-12-22 10:14:33,6924,1,,7
1776762,137984,2017-01-03 18:25:18,25284,3,2.0,7
2606469,496324,2017-04-02 10:35:56,46412,1,,8
1331688,354451,2017-04-09 13:57:09,65565,3,1.0,7
2181624,408616,2016-04-13 17:58:02,2294,2,,8
3143915,46931,2016-02-05 11:59:20,40774,3,1.0,7
541909,245397,2017-07-15 08:40:01,43,3,4.0,7
1127687,232899,2017-10-02 09:56:52,9888,3,,1
3152097,53609,2017-10-05 11:43:48,20422,3,,3
1598015,67059,2017-05-26 06:16:41,41786,3,,7
2780435,430505,2016-11-01 17:51:06,4847,3,,1
1040894,154638,2017-03-14 15:04:47,71376,3,,3
2147518,27233,2016-02-08 11:57:27,59245,3,,4
2859357,249141,2017-10-19 12:33:05,26441,3,,9
1113592,393881,2016-02-16 14:47:46,44404,1,,1
2731274,28331,2016-01-19 09:32:01,69078,2,,7
918302,228157,2017-09-26 17:38:25,43410,3,,1
1381010,278568,2016-01-30 07:08:04,10642,2,,5
552853,386253,2017-05-14 10:06:30,20323,2,5.0,7
592719,2625,2016-12-05 02:40:58,19673,2,1.0,1
3077876,458132,2017-07-03 04:35:57,15648,3,,5
1036550,396671,2016-11-25 17:59:42,37960,3,,3
2498718,380632,2016-11-22 12:55:50,31401,3,,5
2452120,382673,2017-05-10 15:57:20,46452,2,,8
287872,129950,2016-11-11 17:32:21,36200,2,11.0,10
2219189,50513,2016-01-09 17:25:58,71119,2,,4
620901,492244,2016-01-17 08:51:18,51776,3,4.0,7
1557964,381279,2016-10-31 13:58:37,19773,3,,7
848101,304067,2017-02-07 07:20:04,62210,2,,7
483727,5571,2017-12-01 18:32:20,33384,3,4.0,7
901201,216862,2016-03-20 19:14:00,48465,1,1.0,6
671305,160442,2017-10-19 17:55:49,2482,3,,3
694397,433259,2017-09-09 09:22:03,30074,2,,8
3108617,204641,2017-10-31 13:29:29,21383,3,,7
3187856,406526,2017-09-09 18:55:30,25684,3,,8
1871131,408277,2017-09-21 11:58:08,52554,3,1.0,1
753644,379594,2016-11-18 16:45:57,4903,3,,5
839575,355609,2016-07-25 18:03:16,10915,3,,7
1991190,458196,2016-07-18 11:30:29,51774,3,1.0,1
2405335,101553,2017-08-11 08:22:52,66614,3,2.0,7
617887,429768,2016-01-10 18:13:42,2777,3,,6
3705744,219680,2016-01-02 19:41:00,45640,3,,3
154593,65265,2016-04-17 17:56:33,8865,1,6.0,5
2521040,204024,2017-10-14 07:28:30,8458,3,,4
493200,145899,2016-08-13 20:13:44,24842,3,,8
2275688,432367,2017-09-25 18:43:22,70083,2,11.0,7
1640167,456646,2017-04-01 16:51:34,60631,2,,3
2944335,407465,2016-02-19 20:38:14,8275,3,,8
3488575,6005,2016-12-18 15:39:07,66936,3,,7
3306010,307078,2017-08-05 10:04:15,68841,3,,8
1156649,379566,2016-10-22 12:49:09,68234,3,6.0,7
2716237,160170,2016-02-16 13:31:18,16201,3,,4
2593961,254970,2017-12-13 19:06:02,53674,2,,7
1093076,304387,2017-05-26 06:49:42,40126,2,,6
90185,262155,2017-09-28 19:08:08,61749,3,,3
3321652,8659,2017-05-28 18:30:46,2369,3,,4
1593824,102606,2016-12-30 19:32:30,14267,3,,7
3488050,182899,2016-09-01 08:42:36,19844,3,,4
3314004,282040,2017-08-28 08:51:29,28744,3,,8
3132571,237495,2016-08-12 13:26:26,21028,3,,4
41447,456016,2017-01-19 16:41:56,65981,2,,5
3034134,394028,2017-10-29 10:37:02,10912,1,,4
58380,279264,2016-05-16 22:31:23,62499,2,,2
3370094,338685,2017-01-20 17:18:35,67930,3,,7
1818955,317888,2016-05-30 04:59:07,12209,1,,7
2216040,50968,2016-10-22 08:04:52,4248,2,,5
1825468,191625,2017-12-28 10:46:33,19407,1,,9
3459521,341280,2017-12-10 12:44:24,6491,3,,7
3176467,81869,2017-05-16 07:34:34,23341,3,4.0,7
1184649,78556,2017-03-22 17:37:32,62142,3,,3
3320146,146147,2016-12-27 17:03:37,33246,3,,7
1341574,405452,2016-11-15 05:50:56,42629,2,,4
3159589,280185,2016-07-26 14:42:59,45487,3,,8
3061427,308576,2017-12-13 20:14:28,52204,2,,7
1867755,56073,2017-08-06 16:18:43,15759,3,7.0,5
841349,323347,2016-04-11 13:43:54,49519,3,,8
3518081,388421,2017-03-16 16:06:03,69582,3,,4
2360983,26586,2016-02-10 16:54:04,10981,3,,8
2482664,309113,2016-07-07 11:46:05,751,3,,5
3292112,460991,2017-03-13 20:58:30,37855,3,,7
3258168,245474,2016-05-13 12:19:47,53660,3,,8
2568273,89237,2016-01-10 05:47:14,16750,3,,8
2627176,179726,2017-09-13 22:14:15,26929,3,,5
610692,336633,2016-08-28 18:51:25,7652,2,,7
3101823,330509,2017-12-19 11:19:16,5226,3,,7
1422715,379883,2016-10-20 06:14:47,62256,3,2.0,7
2404084,407067,2017-11-28 10:18:16,18060,3,,7
3707216,11492,2016-09-12 12:59:49,63780,3,,9
402553,431337,2017-02-21 11:29:56,44,3,,7
123968,388202,2016-08-23 11:10:24,36634,3,,3
3673324,209538,2016-09-24 14:03:42,70189,2,6.0,7
1498545,342916,2016-07-13 18:55:19,62225,1,,7
2672281,155574,2016-12-02 19:03:21,54210,3,,8
1584124,334748,2016-12-04 16:57:26,5106,3,,3
2478399,480863,2016-11-27 12:05:05,60033,2,,5
1172051,60887,2016-11-17 17:10:42,70364,3,,8
1716604,111188,2016-12-06 17:09:16,15336,3,7.0,7
1373148,486594,2016-03-16 11:57:29,31740,3,,6
3563910,483435,2016-05-06 10:17:39,38783,3,,7
1541827,252792,2017-11-08 11:58:33,23178,3,,6
794485,237328,2016-01-13 08:43:34,63542,3,6.0,7
1600350,486606,2016-04-05 13:03:17,22158,3,,3
2154776,258222,2016-02-11 06:01:54,34257,3,,7
2604966,115627,2017-11-03 18:16:54,64458,1,,1
3298575,410887,2017-11-23 21:04:53,10560,3,,3
1195782,205543,2017-11-02 10:17:47,63150,3,8.0,4
1194817,330039,2016-11-28 18:25:00,62008,3,,7
676458,158175,2016-05-22 11:03:29,9898,3,,3
143882,466180,2016-08-23 09:53:33,34071,2,,3
528515,328819,2017-05-29 20:16:49,8709,3,1.0,7
2326544,154457,2017-06-28 06:04:56,41249,3,,3
769869,25675,2016-11-20 14:28:22,64495,3,,6
2645649,407047,2017-05-01 13:51:06,16358,3,,1
231890,53054,2016-08-21 13:44:01,6857,3,,3
1742901,27405,2017-02-02 17:35:24,3676,3,,3
1860449,357947,2017-11-14 06:00:48,54176,2,,4
2748020,332039,2016-05-08 15:08:08,62613,2,1.0,7
3496494,404080,2016-01-11 18:25:37,790,3,,8
1044865,114635,2017-08-01 09:13:52,13074,3,,3
3006210,354995,2016-03-30 11:58:46,18696,3,,3
3097983,391419,2016-11-02 15:33:10,2728,3,,7
2465375,65659,2016-07-10 16:09:49,46169,1,1.0,7
674551,198505,2016-10-21 14:38:02,52545,3,,7
1922647,20541,2017-03-21 21:28:03,56769,3,,7
2520069,486841,2016-12-09 17:39:57,12864,3,,7
2168822,54207,2017-09-30 20:22:36,44678,3,,7
3030683,419053,2017-08-16 07:28:26,66394,1,,2
3714445,438871,2016-12-12 19:13:32,8296,3,,8
2217387,130446,2017-03-23 10:38:22,64739,2,1.0,7
681479,430168,2016-12-26 13:48:00,46324,3,,7
2135862,209688,2016-08-20 17:37:01,70364,2,1.0,7
2543892,136239,2017-02-10 06:43:17,8170,3,2.0,7
2526040,63087,2016-04-16 19:05:13,29904,3,,3
2372338,26409,2017-11-09 20:27:17,69495,3,,7
1609915,77491,2016-10-31 18:36:08,45973,3,,3
235098,438577,2017-11-07 19:24:15,37722,3,,7
2592492,456011,2017-06-19 10:02:52,35228,2,11.0,7
2218072,357156,2016-03-05 13:00:42,46191,2,,8
3687416,407250,2016-12-18 16:19:22,17589,3,,3
1384645,78986,2017-09-30 06:01:54,26190,3,1.0,1
817690,354497,2017-04-30 17:18:46,34868,3,,7
3376533,477,2016-12-06 08:40:20,26812,3,,9
1069257,129135,2017-03-01 10:03:10,43536,2,4.0,7
2658093,204374,2017-09-07 11:47:10,39002,3,,6
1932793,359840,2016-02-26 05:28:33,22201,3,,4
835034,385741,2017-07-15 09:09:33,23412,3,,7
2410732,445760,2016-01-21 10:01:47,53045,3,,7
967298,459049,2016-02-04 13:58:28,48718,3,,8
2262375,206348,2016-05-12 10:10:49,57863,2,,7
2031200,101423,2016-12-28 20:55:02,45646,3,,9
374795,432240,2016-12-25 14:22:28,12351,2,,2
1315515,174351,2017-09-17 15:46:27,66910,3,1.0,7
876191,111758,2016-10-07 19:09:50,45243,2,,7
2519350,213126,2017-05-29 15:14:15,13384,3,,10
500404,144999,2016-09-21 06:51:38,66624,3,,7
1380040,255059,2016-04-16 06:32:54,33348,2,1.0,1
2978820,26519,2016-10-10 14:08:37,12321,3,,3
1028259,276500,2017-03-31 13:10:49,35981,3,,7
1190968,353938,2016-09-17 09:39:36,62094,3,,4
1434569,466796,2016-01-05 12:17:58,16654,3,,7
44833,204588,2016-03-08 16:11:20,4126,3,,6
2672474,482754,2017-01-11 10:19:07,15274,3,,4
318465,75894,2016-01-01 17:39:02,56048,2,6.0,6
2458410,191225,2017-03-23 20:24:47,39384,1,,4
3098859,489546,2017-12-27 15:51:44,13581,3,,8
2227014,303641,2017-12-05 03:11:30,32410,2,6.0,1
305615,51595,2016-10-08 07:23:48,36959,2,,5
2361169,228681,2017-12-16 18:11:59,59449,3,,4
1235282,3266,2017-05-24 17:15:06,43751,2,,5
117980,31704,2016-04-10 16:23:26,35998,3,,8
1587215,472441,2017-01-29 15:33:38,59330,3,1.0,7
491329,101351,2017-05-30 04:27:37,31779,3,,7
556819,90484,2017-10-22 10:19:37,43785,1,,1
2248954,409615,2016-09-19 21:19:47,64309,2,9.0,2
954618,77891,2017-07-07 11:57:07,17748,3,,8
814573,305655,2016-09-15 19:07:25,33766,3,,7
179918,203977,2017-07-31 17:45:28,17321,3,,1
225646,80994,2016-11-25 12:15:47,18093,3,,8
1333085,365816,2017-09-07 06:37:47,285,3,,8
1977682,455212,2016-04-16 13:22:18,68751,2,1.0,1
1425542,154614,2017-12-15 07:48:35,47878,3,,4
84308,458980,2016-07-24 08:42:49,68545,3,,4
796166,179697,2016-06-30 05:52:26,21559,3,,4
2045168,429915,2017-06-21 07:35:57,54495,3,,8
3267440,385170,2016-06-26 20:04:06,127,3,1.0,7
879349,202435,2016-09-28 06:49:38,70329,2,,9
823608,132396,2016-08-07 20:59:08,53914,3,,4
135804,329107,2016-11-09 17:30:20,44473,3,,8
1320219,68802,2016-03-29 06:08:55,55913,3,,8
1474202,26802,2016-03-18 08:56:25,32089,3,,3
1138056,466293,2016-09-09 15:13:57,48481,3,11.0,7
1040695,407532,2016-03-24 19:34:10,17935,3,,8
2331479,406686,2016-08-23 00:11:54,34515,3,,7
1753607,280469,2017-05-31 07:08:33,10046,3,,8
3632357,208212,2017-01-27 08:23:53,21503,3,4.0,7
1451140,126833,2017-12-18 05:16:25,29024,3,,7
1633642,115653,2016-07-09 07:52:40,22763,1,,8
3183807,330148,2016-11-09 20:46:37,46506,3,,7
802997,309221,2017-09-28 09:54:50,13520,3,,7
3146714,350540,2016-03-25 18:59:25,71079,3,,7
3039831,2817,2017-02-13 09:02:08,8228,2,,3
2129596,77521,2016-12-02 14:16:20,45826,3,,6
1561467,233370,2017-12-16 18:19:42,7674,3,,7
3448127,484484,2017-11-15 11:31:31,25151,3,,4
2544936,261863,2016-10-06 08:24:00,38002,3,,9
796899,240413,2017-11-21 21:04:18,43787,3,4.0,7
103529,231236,2016-09-23 08:47:12,33035,2,,7
1007627,72469,2017-05-17 12:49:22,18814,3,,8
2069153,328616,2016-11-13 06:43:02,22838,3,,7
3179119,458534,2017-08-12 08:28:48,8810,3,,8
2625182,369744,2016-04-23 03:02:58,10290,1,,7
2920190,225682,2017-09-28 20:24:47,49241,3,,9
1989815,254504,2017-10-08 18:27:58,69386,3,,5
1181086,430393,2017-11-05 03:53:06,62998,3,,3
1485837,356223,2017-06-26 07:20:19,13459,2,,4
1930543,476932,2016-03-29 14:05:13,754,3,,7
10971,381905,2017-11-12 18:58:33,29660,2,,7
2260924,52012,2017-10-14 09:24:15,45450,2,,7
206158,306486,2016-12-09 20:06:29,31129,3,,6
663544,127462,2017-12-30 20:30:40,5700,3,,3
608571,152136,2016-11-15 18:43:00,67031,2,,6
1974089,26476,2016-08-14 08:58:23,68208,3,,1
888871,14959,2016-09-25 15:59:57,9017,1,,8
3709605,153891,2016-09-05 18:36:47,28484,3,,7
1567757,305755,2016-11-13 11:40:50,54955,3,,8
1762890,155411,2017-10-02 13:21:05,69107,3,,4
1263123,181921,2016-06-03 18:41:14,69386,2,,7
2290742,27777,2016-09-28 13:28:08,65975,2,1.0,7
1008365,482605,2016-06-27 18:23:34,17888,3,,7
3648404,493630,2016-12-06 15:13:52,62180,3,,7
509334,392664,2016-10-25 18:55:15,37506,3,,7
1486530,260544,2017-07-20 04:18:41,50718,2,,4
1606032,6252,2017-02-27 08:49:39,37776,3,,3
2609429,330899,2016-01-20 23:26:07,63382,2,,9
276912,404744,2017-08-22 09:15:30,18559,2,,8
3675866,380085,2017-01-28 07:28:33,48261,3,,4
956695,115484,2016-01-10 11:06:42,52197,3,7.0,7
1678428,204220,2016-11-12 11:09:39,21098,3,,1
1582004,36792,2017-04-05 20:44:57,66020,3,,7
2584287,478802,2017-07-30 21:58:27,722,3,,7
1907749,211419,2017-11-30 16:53:42,37791,3,7.0,7
1402077,433998,2016-06-27 18:17:51,955,2,,2
1951423,292710,2016-12-26 17:02:07,31327,1,,1
966983,237357,2016-08-22 09:01:55,42868,3,,8
3196411,101289,2016-02-20 13:06:08,55263,3,,7
1827410,255638,2017-02-22 20:36:18,66868,2,,4
483602,264796,2016-03-13 12:08:55,28166,3,,3
2606598,65243,2016-09-20 18:06:14,35001,1,1.0,7
2573411,126622,2016-05-24 20:18:29,56904,3,,3
3020217,28729,2016-12-16 07:07:33,42701,2,,8
2437603,281704,2016-08-10 09:00:17,30213,3,,7
1563860,94170,2017-03-30 11:30:37,70298,3,,7
2852671,254894,2016-02-16 14:51:27,6827,3,4.0,7
1331368,430597,2017-09-18 08:13:41,71125,3,8.0,7
275956,382305,2017-10-01 06:21:37,60764,2,,9
2346151,157254,2016-06-14 22:57:11,17521,3,,7
1858526,494693,2017-03-21 10:02:44,39008,2,,7
1550104,26946,2016-04-12 06:56:46,70294,3,,7
193945,354026,2017-10-10 16:07:36,55122,3,7.0,1
982828,6796,2017-06-20 05:41:56,60120,3,,8
1809003,304946,2016-01-07 15:23:44,48783,2,,1
3342457,214234,2017-11-19 14:10:18,35768,3,,4
544814,410229,2016-11-16 07:51:03,36179,3,,8
2677003,429943,2016-06-15 11:02:55,18589,3,,9
1119558,461359,2017-03-17 07:16:13,14050,3,,1
3625754,483234,2016-07-01 12:27:24,33734,3,,3
3332176,26068,2016-12-19 07:19:37,66194,3,,7
3001139,329697,2017-12-30 16:01:35,40453,3,,4
1384892,457793,2016-12-05 15:45:49,55105,3,,1
828569,482601,2016-01-15 20:18:07,59286,3,,3
3410617,239581,2017-06-15 20:32:41,23454,3,,7
1367902,482010,2016-01-30 04:32:16,10465,2,1.0,1
3017056,3752,2016-10-07 07:48:56,65536,2,1.0,1
1201255,230488,2017-07-09 10:49:33,42947,2,,1
256799,363011,2016-12-09 09:49:44,65823,3,,7
1164480,380295,2017-09-27 13:58:51,40970,3,,7
1016642,363121,2017-12-29 14:49:54,19142,3,11.0,4
1146233,359942,2016-12-22 15:03:49,11656,3,,3
2782273,56332,2017-01-28 12:00:11,26143,3,,5
1545928,113180,2017-02-27 12:12:18,429,3,,7
2019285,455,2017-03-03 13:49:02,55567,3,,9
1239532,228725,2017-11-27 13:05:17,58275,3,,1
2177888,130194,2017-03-27 19:49:28,44385,2,8.0,7
1014276,52904,2016-09-15 19:48:37,41021,3,,8
3708965,228566,2017-06-02 11:16:30,16442,3,,3
3380974,26621,2017-09-22 17:17:37,46950,3,,7
3232371,329875,2017-02-06 15:39:33,33075,3,,3
2177722,130547,2016-08-01 19:07:32,34429,2,,7
253966,77509,2016-11-01 14:13:24,14798,3,,7
1599822,154638,2017-08-29 14:18:48,71376,3,,7
514025,412777,2017-08-04 13:11:30,24331,2,8.0,7
2752569,357374,2016-10-15 16:48:54,10671,2,,3
3325652,154044,2017-10-23 19:22:45,69660,3,,7
1993575,174,2016-03-04 14:48:35,56007,3,,6
2867855,101174,2016-09-18 22:28:50,33011,3,,4
1083502,336880,2016-07-31 00:16:03,62916,2,,9
1341785,383709,2017-11-27 18:49:29,23081,2,,3
1983059,305301,2016-09-23 05:34:58,59936,3,,1
1228856,177736,2017-08-24 15:45:01,63080,2,,1
3550390,219539,2016-01-04 10:21:07,19643,3,,8
1561187,106981,2016-11-14 09:09:38,3797,3,,3
1338113,130377,2016-09-24 17:32:39,45217,2,6.0,7
1973017,102120,2016-06-29 13:42:56,17303,3,11.0,10
2936392,456195,2017-02-05 08:46:03,51055,2,,7
2999857,132865,2017-04-08 14:37:38,40495,3,,7
1041649,252212,2017-10-03 19:01:50,3849,3,,7
683051,416101,2016-07-22 09:28:17,44213,3,9.0,7
1148215,87559,2017-02-08 09:35:27,47998,3,,3
1137873,305130,2016-05-22 09:03:08,18780,3,,6
1079882,141077,2016-08-13 16:31:56,62468,1,,6
1118194,25942,2017-01-07 13:02:01,15094,3,,5
2539894,305097,2016-09-21 08:07:40,27542,3,,3
1156691,375016,2016-09-02 07:58:10,64536,3,,7
3032139,495026,2017-08-05 05:16:31,30799,1,,8
1425702,1563,2016-06-05 17:00:18,67348,3,,9
3089831,84406,2016-03-06 12:05:34,67254,3,8.0,9
3456572,353844,2016-10-15 13:31:45,22605,3,,9
1608171,441,2016-09-30 18:17:15,23493,3,,3
491206,362720,2017-01-07 12:28:35,67774,3,,4
1584791,113155,2016-03-06 05:38:07,21017,3,,7
1777517,26514,2017-04-25 18:28:08,41772,3,,8
2782287,253346,2017-09-04 21:42:42,59490,3,,5
680392,380443,2017-10-19 10:48:14,64550,3,,8
3187284,484000,2016-10-21 20:40:28,15625,3,,8
3438836,277054,2016-01-23 18:06:15,16785,3,,7
1910003,359268,2016-08-03 18:28:35,21032,3,10.0,7
2178956,33050,2016-02-09 06:30:56,50801,2,11.0,7
879268,404954,2016-04-24 15:30:57,50363,2,,7
658296,30906,2016-03-06 23:06:48,35561,3,,8
297682,457258,2016-08-27 13:03:11,59614,3,,6
2458782,345024,2017-12-17 13:53:14,68837,1,,7
1572487,186345,2017-02-26 14:35:27,37554,3,,8
809605,194107,2016-04-24 14:46:32,5735,3,,8
3512012,25864,2017-05-10 13:42:39,31272,3,1.0,7
665101,1330,2017-07-16 05:45:49,25184,3,7.0,7
136057,101761,2016-11-15 07:03:47,41146,3,,8
1937568,237278,2016-06-29 03:19:14,12188,3,,7
3226840,157970,2016-08-16 13:47:24,55186,3,,8
961364,380884,2017-04-16 07:43:08,32988,3,11.0,7
1426049,25842,2017-07-30 13:21:35,4774,3,,3
246008,406735,2017-06-05 16:47:09,31944,3,,3
248199,280518,2016-03-06 16:59:46,62411,3,,9
457960,178773,2017-06-23 21:46:29,35877,3,,1
1079858,140992,2017-07-26 18:55:57,43351,1,,5
1884420,163034,2017-04-12 13:16:42,62160,3,,8
1237932,253911,2016-06-25 06:57:08,43549,3,9.0,1
2168132,8776,2017-10-24 04:21:02,44268,3,,3
3696527,262260,2016-02-24 19:21:56,18887,3,,8
2124570,305159,2016-06-05 09:21:46,12027,3,,1
1634881,381704,2017-12-24 14:40:06,32131,2,,7
1285036,30744,2017-11-24 20:27:55,726,3,,8
3636783,406450,2017-12-03 10:18:48,37393,3,,8
1643635,50719,2016-10-19 08:17:14,4679,2,,6
3405702,52188,2016-11-27 19:37:21,6344,3,,7
194140,56461,2016-08-28 11:43:34,54238,3,,5
2490979,202297,2016-01-05 06:30:24,14602,2,,1
893271,217708,2016-01-18 18:26:58,36575,1,,9
3177712,153710,2017-04-10 18:26:14,57148,3,,7
2560973,490400,2016-08-29 00:08:13,35806,3,,4
819823,102180,2017-07-19 10:11:25,5926,3,,7
3180451,78676,2016-07-08 09:43:37,59007,3,,8
464935,60038,2017-10-22 11:32:46,33082,3,,1
806018,203947,2016-10-02 18:25:23,41089,3,,3
1045812,126637,2016-12-25 06:42:37,3844,3,,7
1169844,85753,2017-01-21 08:06:41,35468,3,2.0,7
2319121,407108,2017-02-18 11:41:44,44318,3,1.0,7
1928937,359267,2017-01-06 13:06:14,45794,3,,7
627003,154297,2017-02-28 13:54:24,49028,3,,6
3057991,76133,2017-01-29 03:40:26,66285,2,1.0,1
3251382,316860,2016-01-10 09:57:35,69795,3,6.0,10
2031691,457193,2017-11-27 14:49:53,65979,3,,7
1736107,493616,2016-12-01 07:01:57,8766,3,,8
819348,5651,2017-03-27 06:35:03,49651,3,4.0,7
2543300,362416,2016-03-08 13:47:00,36661,3,,3
1852611,56957,2016-06-07 17:50:03,18461,3,,5
2049822,180072,2016-01-01 06:54:52,38058,3,,3
3602581,464185,2016-06-25 16:02:07,6379,3,,8
3309965,160089,2017-11-21 11:33:14,31824,3,,3
2151202,67089,2016-12-08 21:57:25,20192,3,2.0,7
1337800,406652,2017-01-16 09:14:18,28654,3,2.0,7
2935395,50645,2017-04-03 08:51:35,55106,2,,7
2272140,76763,2017-10-29 15:14:37,44311,2,,7
2493821,331329,2016-12-01 14:48:22,39534,2,,1
381448,153642,2016-12-12 18:32:27,53352,3,,3
2096658,178791,2017-04-19 18:55:22,3519,3,,5
2082533,242906,2017-11-15 12:14:53,68924,1,,5
918473,380198,2016-12-23 09:02:42,32244,3,,1
2342614,312120,2017-04-17 21:51:20,36807,3,,8
3724687,414420,2016-03-12 16:32:10,52891,3,,7
3659215,436051,2016-11-06 17:51:36,62262,3,,3
2097808,334760,2017-09-26 12:05:26,24220,3,,6
3430464,101390,2016-10-25 21:17:34,28098,3,,7
186388,386417,2017-12-09 17:35:03,6988,2,,7
2938242,102241,2017-12-21 15:12:12,62305,3,,7
155126,495761,2016-03-02 14:59:43,59456,1,,3
1975264,382492,2017-09-05 08:29:31,56625,2,,1
1988376,315579,2016-07-27 12:08:58,38990,3,,1
1909969,265832,2016-09-07 14:03:59,8997,3,,4
1237834,132744,2016-12-24 13:28:49,35558,3,,5
3743517,25924,2016-12-04 10:30:25,22437,3,8.0,8
1300259,384682,2016-09-06 13:24:08,31157,3,,7
3420683,319580,2017-05-10 06:57:35,9402,3,,7
3335006,204308,2017-03-24 09:20:41,22205,3,,3
3454368,284692,2016-08-30 18:07:42,42176,3,,8
44916,25987,2016-10-18 16:08:12,71292,3,,5
1197151,180286,2017-01-04 17:51:16,70471,3,,8
3457554,26222,2017-12-17 14:39:13,2423,3,,7
1484051,419249,2016-04-29 18:57:55,37631,1,6.0,7
2922583,281232,2017-12-20 17:31:00,65630,3,,3
2145534,11850,2017-03-31 14:04:26,29226,3,,7
1968547,77090,2017-11-26 05:02:36,20759,2,,6
1665218,406508,2017-03-08 20:13:15,41566,3,,6
354017,287356,2016-11-25 16:50:51,11613,3,1.0,7
1589743,205380,2017-10-28 13:31:02,16212,3,,9
1302909,153516,2016-06-17 21:05:50,19,3,,7
3607839,160773,2016-12-18 17:49:34,60989,3,,8
3356997,305663,2016-10-26 12:34:53,1111,3,,9
1523821,1941,2017-09-01 11:42:40,5072,3,,5
1368306,129438,2017-07-09 03:33:44,63558,2,,2
1549864,439208,2016-01-04 14:37:07,70243,3,,8
3427854,429718,2017-12-12 07:45:54,52419,3,,9
2779501,457405,2017-11-29 19:18:32,22880,3,,6
117524,82443,2016-09-28 09:19:49,30864,3,2.0,7
282481,470084,2017-01-08 13:35:44,56402,1,,7
342431,305186,2016-12-22 06:52:48,30578,3,,6
1282072,154232,2017-11-13 22:14:20,43757,3,,5
2986426,255943,2017-12-17 08:12:54,53565,2,,6
1300077,185712,2017-05-28 15:39:27,2374,3,2.0,7
1499924,77511,2017-05-10 10:44:33,58743,3,,5
3109179,375103,2016-09-24 06:43:27,63512,3,,7
3534713,297841,2017-11-02 11:51:54,49582,3,,3
2442589,482353,2016-06-08 20:31:05,5546,3,,7
2874852,263055,2016-11-26 12:54:34,2584,3,,8
2390459,205848,2017-11-18 21:17:14,65565,3,,7
261336,1165,2016-08-17 18:05:05,33693,3,,9
1018741,266793,2017-09-27 16:58:04,69609,3,,7
1010101,362759,2016-09-06 12:17:29,4683,3,,7
708167,167173,2017-08-14 16:36:43,55437,1,11.0,7
2345569,323126,2016-10-14 18:51:28,5277,3,2.0,7
3651313,410475,2017-07-08 19:40:50,28752,3,,9
487010,356053,2016-10-14 04:17:44,66636,3,,7
112169,430850,2016-03-23 06:35:52,2263,3,7.0,7
275750,229752,2016-11-09 12:58:02,59313,2,,4
652290,255541,2017-11-13 20:40:34,45262,2,,7
507984,254629,2016-08-18 20:09:37,32917,3,7.0,7
1753505,47401,2016-05-25 13:19:42,46452,3,,7
1768160,52518,2016-10-15 07:23:29,17731,3,,3
349881,253029,2017-01-05 13:31:29,40338,3,,7
3542056,182709,2017-05-24 12:49:53,69828,3,,4
795664,362691,2016-08-10 05:34:49,28523,3,8.0,7
683356,482436,2017-02-07 13:09:55,22886,3,,3
2716042,178791,2017-08-13 12:58:28,3519,3,,8
793760,34545,2016-02-25 06:47:37,34724,3,,8
122234,178635,2016-12-08 12:58:32,51314,3,,7
3313988,128441,2017-11-05 13:58:14,31489,3,,3
2387350,286890,2017-02-23 07:09:56,50991,3,,3
3145702,78703,2017-06-11 05:28:32,57308,3,4.0,7
3309176,101799,2016-12-02 07:13:29,996,3,,9
705026,419275,2016-04-20 12:22:46,62040,1,,5
